Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
Clu 52, Mem 3	-72.214653	-85.022362	12.926985	-0.004820	-0.114457	0.000000	CCNc1ccc(cc1NC(=O)CCl)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 29	-72.177475	-75.895668	10.566088	-3.682684	-3.165208	0.000000	COc1ccc(cc1O)CC(c2cc(cc(c2)N)CO)O
Clu 67, Mem 2	-72.153236	-69.224266	14.782177	-5.602849	-12.108296	0.000000	Cc1cc(cc(c1NC=O)C(C)O)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 23	-72.091881	-73.624374	9.877545	-6.233135	-2.111919	0.000000	CCc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Head 26, Size=1	-72.067123	-81.067444	15.656345	-1.669482	-4.986544	0.000000	COc1ccc(cc1O)CC(c2cc(=O)[nH+]c-3o[nH]cc23)O
Clu 3, Mem 56	-72.022316	-74.278572	11.207264	-3.267420	-5.683577	0.000000	CC(C)c1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 85	-72.018463	-74.557457	14.774149	-3.712696	-8.522456	0.000000	CC(c1cc(cc(c1O)OC)C(Cc2ccc(c(c2)O)OC)O)[NH3+]
Clu 46, Mem 27	-72.005211	-76.060791	10.387853	-3.250631	-3.081640	0.000000	COc1ccc(cc1O)CC(c2cc(cc(c2)O)CO)O
Head 63, Size=11	-71.974899	-77.440674	11.375216	-4.079470	-1.829968	0.000000	CNc1cc(c(cc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 51, Mem 6	-71.964104	-76.755714	9.479954	-3.399807	-1.288537	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)N)C(F)(F)F)N)O
Clu 47, Mem 3	-71.861618	-77.122711	12.287866	-5.348327	-1.678441	0.000000	CC(=O)c1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 53, Mem 8	-71.804771	-81.971901	10.601280	-0.271726	-0.162428	0.000000	CCNc1c(c(c(c(c1C)C(Cc2ccc(c(c2)O)OC)O)C)C)C
Clu 0, Mem 94	-71.789848	-82.950043	14.757709	-1.311039	-2.286479	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)C(=O)N)NC=O)O
Clu 67, Mem 12	-71.786819	-63.108490	12.173756	-8.038852	-12.813231	0.000000	Cc1c(cc(c(c1O)NC=O)OC)C(Cc2ccc(c(c2)O)OC)O
Head 78, Size=3	-71.767181	-80.894760	12.331308	-1.719954	-1.483781	0.000000	CCc1c(c(c(c(c1O)O)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 58, Mem 11	-71.750626	-74.743019	15.194176	-0.230276	-11.971514	0.000000	CCC(=O)Nc1c(cc(nc1NC)C(Cc2ccc(c(c2)O)OC)O)C
Clu 3, Mem 34	-71.681396	-76.766144	15.285756	-4.505854	-5.695150	0.000000	CNc1ccc(cc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 30	-71.637833	-68.826225	18.498440	-9.255341	-12.054703	0.000000	CNc1cc(nc(n1)C(Cc2ccc(c(c2)O)OC)O)N
Clu 9, Mem 5	-71.563164	-80.550865	9.737209	-0.165092	-0.584414	0.000000	CCc1c(c(cc(c1NCC)O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 0, Mem 15	-71.556435	-66.317574	15.791694	-6.329358	-14.701208	0.000000	CNc1cc(cc(c1[N+](=O)[O-])N)C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 19	-71.546181	-72.667122	7.467530	-2.617675	-3.728918	0.000000	CCc1c(c(c(c(c1O)O)F)C(Cc2ccc(c(c2)O)OC)O)C
Clu 50, Mem 9	-71.488319	-76.860107	7.852643	-0.352261	-2.128595	0.000000	Cc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)N
Clu 7, Mem 10	-71.318672	-82.784897	13.963865	-2.083997	-0.413640	0.000000	CC(=O)Nc1ccc(cc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 7	-71.298019	-83.726242	13.593889	-0.881081	-0.284584	0.000000	CCNc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)O
Clu 2, Mem 7	-71.296318	-79.960953	9.800631	-1.127421	-0.008573	0.000000	CCNc1c(cc(c(c1C)C)C(Cc2ccc(c(c2)O)OC)O)C
Clu 40, Mem 2	-71.283585	-72.697838	11.228380	-6.662397	-3.151733	0.000000	CC1CCc2c(cc(cc2O)C(Cc3ccc(c(c3)O)OC)O)N1
Clu 2, Mem 30	-71.254776	-73.041489	12.470981	-7.115514	-3.568751	0.000000	Cc1c(c(c(c(c1O)OC)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 2	-71.208405	-65.994164	12.020166	-5.271699	-11.962711	0.000000	CNc1cc(cc(c1O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 5	-71.192596	-76.599007	7.856143	-0.339267	-2.110463	0.000000	Cc1cc(cc(c1C)N)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 5	-71.129066	-77.743195	13.529516	-2.689112	-4.226280	0.000000	Cc1cc(cc(c1NC(=O)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 55	-71.083969	-77.721542	10.661546	-2.722919	-1.301048	0.000000	Cc1c(ccc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 11	-71.056976	-73.491150	11.871205	-6.884623	-2.552412	0.000000	Cc1c(cc(c(c1O)O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 9	-71.035126	-78.986816	12.208221	-1.695260	-2.561281	0.000000	CNc1ccc(cc1O)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 13	-71.027496	-71.233681	11.990139	-3.450435	-8.333522	0.000000	Cc1c(cc(c(c1O)OC)O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 61	-71.027145	-68.775642	10.140465	-2.958848	-9.433121	0.000000	CC(C)c1cc(cc(c1O)CO)C(Cc2ccc(c(c2)O)OC)O
Head 48, Size=30	-71.010818	-64.523102	10.270674	-4.442892	-12.315499	0.000000	CCNc1cc(c(cc1O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 51, Mem 12	-70.973740	-75.026505	9.645835	-3.587292	-2.005777	0.000000	CC(C)(C)c1c(cc(cc1N)C(Cc2ccc(c(c2)O)OC)O)N
Clu 2, Mem 12	-70.956337	-80.371025	9.774763	-0.327868	-0.032222	0.000000	CNc1ccc(cc1F)C(Cc2ccc(c(c2)O)OC)O
Clu 47, Mem 7	-70.941483	-74.953667	6.547705	-0.803682	-1.731837	0.000000	CCN(CC)c1ccc(cc1)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 79	-70.823891	-75.875916	13.643004	-7.310463	-1.280521	0.000000	CCNc1nc(cc(=O)n1CC)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 6	-70.786797	-76.500061	7.281608	-0.649993	-0.918362	0.000000	Cc1cc(cc(c1C)O)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 45	-70.779152	-72.463043	10.715569	-1.807966	-7.223713	0.000000	Cc1ccc(c(c1NC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 13	-70.733238	-79.490219	14.253643	-3.657992	-1.838668	0.000000	Cc1c(nc(nc1NC)C(Cc2ccc(c(c2)O)OC)O)N
Head 47, Size=8	-70.730171	-71.762871	3.129439	-2.092316	-0.004424	0.000000	CN(C)c1ccc(cc1)C(Cc2ccc(c(c2)O)OC)O
Clu 7, Mem 21	-70.721764	-84.736183	16.597900	-1.413438	-1.170041	0.000000	CC[NH2+]Cc1cc(cc(c1NC=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 51, Mem 3	-70.706581	-72.010742	13.964792	-10.417094	-2.243537	0.000000	CNc1cc(ccc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 63, Mem 7	-70.638313	-69.050179	11.398267	-1.919870	-11.066532	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)OC)NC
Head 66, Size=1	-70.516830	-67.132393	14.273047	-3.002043	-14.655437	0.000000	COc1ccc(cc1O)CC(c2cc(c(s2)N)C(=O)N)O
Clu 2, Mem 21	-70.481804	-71.860085	12.069039	-3.007270	-7.683489	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)O)OC)O)O
Clu 0, Mem 19	-70.440697	-66.531464	13.708073	-6.924311	-10.693003	0.000000	Cc1cc(nc(c1C(=O)N)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 23	-70.436134	-74.098892	11.894302	-6.733004	-1.498549	0.000000	Cc1c(cc(c(c1OC)O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 70	-70.258606	-78.447601	9.944672	-0.539298	-1.216366	0.000000	CCc1cc(ccc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 28	-70.256142	-75.836998	12.236028	-3.137926	-3.517253	0.000000	Cc1cc(c(c(c1O)C[NH3+])C)C(Cc2ccc(c(c2)O)OC)O
Clu 61, Mem 2	-70.093185	-69.725266	14.808896	-0.852299	-14.324521	0.000000	COc1ccc(cc1O)CC(C2CC(C(C(C2)O)O)[NH3+])O
Clu 4, Mem 8	-70.084457	-63.662224	12.199438	-6.096378	-12.525293	0.000000	CNc1cc(c(cc1O)OC)C(Cc2ccc(c(c2)O)OC)O
Head 82, Size=2	-70.048485	-76.222771	18.620728	-6.592333	-5.854108	0.000000	COc1ccc(cc1O)CC(C2CC(C(C(C2)O)O)NC=O)O
Clu 68, Mem 16	-70.029045	-74.552078	10.654375	-1.783773	-4.347580	0.000000	Cc1cc(cc(c1O)COC)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 30	-70.026405	-74.133003	8.996670	-2.790916	-2.099149	0.000000	Cc1c(c(cc(c1C)N)C(Cc2ccc(c(c2)O)OC)O)C
Clu 3, Mem 63	-70.007301	-75.062820	9.664221	-2.378445	-2.230247	0.000000	CN(C)c1cc(ccc1O)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 5	-69.993790	-74.679916	12.923656	-3.559628	-4.677899	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)N)NC=O)C
Clu 47, Mem 2	-69.983368	-65.282623	7.969563	-4.610373	-8.059928	0.000000	CNc1ccc(c(c1)F)C(Cc2ccc(c(c2)O)OC)O
Clu 62, Mem 4	-69.979660	-77.449364	13.981432	-4.931115	-1.580608	0.000000	Cc1c(cc(cc1N(C)S(=O)[O-])C(Cc2ccc(c(c2)O)OC)O)N
Clu 51, Mem 14	-69.978691	-71.297928	9.672993	-1.208096	-7.145654	0.000000	Cc1cc(cc(c1C(F)(F)F)N)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 17	-69.928574	-76.194221	16.116789	-3.392697	-6.458446	0.000000	CCCNc1cc([nH+]c(c1C(=O)N)O)C(Cc2ccc(c(c2)O)OC)O
Clu 79, Mem 6	-69.900246	-69.761612	13.199224	-1.460215	-11.877645	0.000000	CCNc1c(c(cc(n1)C(Cc2ccc(c(c2)O)OC)O)N)[N+](=O)[O-]
Clu 3, Mem 64	-69.889778	-70.993866	11.608119	-4.098339	-6.405687	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)C(=O)N)O)O
Clu 0, Mem 82	-69.877296	-80.746735	18.418028	-0.615168	-6.933427	0.000000	CNc1c(c(cc(n1)C(Cc2ccc(c(c2)O)OC)O)COC)C(=O)N
Clu 58, Mem 8	-69.867088	-75.206322	13.570363	-6.920429	-1.310702	0.000000	CCCNc1c(cc(cc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O)C
Clu 3, Mem 33	-69.800407	-69.066856	14.006105	-3.930216	-10.809443	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)NC=O)N)O
Clu 7, Mem 16	-69.713249	-71.668846	15.707421	-8.023891	-5.727936	0.000000	CCNc1cc([nH+]c(c1C(=O)NC)O)C(Cc2ccc(c(c2)O)OC)O
Head 9, Size=8	-69.604202	-76.519508	15.561415	-3.926686	-4.719428	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)NC)NC=O)C
Clu 46, Mem 26	-69.555252	-81.611588	21.445669	-1.454968	-7.934371	0.000000	CNc1nc(cc(n1)N)C(Cc2ccc(c(c2)O)OC)O
Clu 59, Mem 5	-69.542610	-62.717510	16.154396	-3.153352	-19.826168	0.000000	COc1ccc(cc1O)CC(c2cc(c(=O)[nH]c2)NC=O)O
Clu 12, Mem 24	-69.527618	-73.908829	12.817427	-6.163474	-2.272738	0.000000	COc1ccc(cc1O)CC(c2ccc3c(c2)C(CN3)O)O
Clu 3, Mem 58	-69.401100	-74.491798	10.742511	-4.987782	-0.664036	0.000000	CNc1ccc(cc1OC)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 28	-69.395248	-68.166672	12.195221	-3.456305	-9.967492	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)O)NC=O
Clu 0, Mem 81	-69.266724	-77.061432	13.783552	-2.126917	-3.861920	0.000000	Cc1cc(nc(c1C#N)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 15	-69.265892	-79.242821	12.438395	-1.162541	-1.298922	0.000000	COc1ccc(cc1O)CC(c2cc(cc(c2)NC=O)N)O
Head 58, Size=13	-69.136086	-77.011162	15.725157	-6.251414	-1.598669	0.000000	CNc1cc(ccc1CNC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 67, Mem 21	-69.081032	-65.285385	10.942539	-3.016861	-11.721323	0.000000	CC(=O)Nc1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 55, Mem 9	-69.049782	-76.465080	12.475130	-3.489099	-1.570726	0.000000	CC(C)c1cc(cc(c1O)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 65	-69.011139	-75.913193	11.521806	-0.482658	-4.137094	0.000000	Cc1c(cc(c(c1O)OC)CO)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 20	-68.993210	-70.342293	10.783973	-0.170067	-9.264818	0.000000	Cc1c(cc(cc1N)C(Cc2ccc(c(c2)O)OC)O)N
Clu 81, Mem 5	-68.909889	-72.095024	13.408371	-3.113675	-7.109561	0.000000	CCNc1cc(cc(c1[N+](=O)[O-])N)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 54	-68.850700	-76.559990	13.899952	-4.168889	-2.021780	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)OC)NC=O)O
Head 7, Size=26	-68.765343	-78.951950	12.654314	-2.445025	-0.022687	0.000000	CCNc1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 84	-68.646362	-72.691521	14.432610	-4.419367	-5.968088	0.000000	CNc1c(c(cc([nH+]1)C(Cc2ccc(c(c2)O)OC)O)COC)C(=O)N
Head 61, Size=4	-68.401794	-68.297951	16.010584	-4.421300	-11.693128	0.000000	COc1ccc(cc1O)CC(C2CC(C(C(C2)O)O)O)O
Clu 0, Mem 57	-68.390762	-76.097626	13.891324	-4.132075	-2.052384	0.000000	Cc1cc(cc(c1OC)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 53, Mem 18	-68.339203	-75.678192	11.380772	-2.802677	-1.239119	0.000000	Cc1c(c(c(c(c1O)O)OC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 22	-68.032730	-73.259956	10.225349	-2.077866	-2.920262	0.000000	Cc1c(cc(c(c1C(Cc2ccc(c(c2)O)OC)O)C)O)O
Clu 2, Mem 6	-67.779068	-70.538551	9.744349	-0.728795	-6.256073	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)C)NC)C
Clu 53, Mem 2	-67.761215	-79.667061	15.375553	-1.374395	-2.095313	0.000000	C[NH2+]Cc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 18	-67.653954	-78.028587	10.918686	-0.471535	-0.072525	0.000000	Cc1c(cc(c(c1O)C)O)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 27	-67.566994	-71.111794	10.003346	-5.097963	-1.360581	0.000000	COc1ccc(cc1O)CC(c2cc(c(c([nH+]2)Cl)Cl)N)O
Clu 62, Mem 7	-67.348549	-81.549644	17.829763	-0.386478	-3.242189	0.000000	CNc1cc(nc(n1)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 68, Mem 9	-67.182129	-70.882332	11.022267	-2.375218	-4.946851	0.000000	CCSc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 40, Mem 4	-67.152412	-67.228142	9.306343	-3.483533	-5.747083	0.000000	COc1ccc(cc1O)CC(c2cc3c(c(c2)Cl)NCCC3)O
Clu 2, Mem 19	-66.894844	-69.444176	9.872488	-0.731935	-6.591215	0.000000	Cc1c(ccc(c1Cl)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 9, Mem 8	-66.859474	-76.347458	13.124130	-0.507048	-3.129109	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)C)NC(=O)C)C
Clu 0, Mem 44	-66.414574	-72.383827	12.248287	-0.192101	-6.086923	0.000000	CCc1cc(cc(c1O)CO)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 43	-66.120087	-73.346764	20.913504	-6.463486	-7.223342	0.000000	CNc1c(c(cc(n1)C(Cc2ccc(c(c2)O)OC)O)N)[N+](=O)[O-]
Clu 51, Mem 4	-65.717590	-69.002007	12.466446	-2.672990	-6.509043	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)[O-])C(F)(F)F)N)O
Clu 0, Mem 30	-65.627914	-77.988220	13.640280	-1.126168	-0.153810	0.000000	CCNc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)OC
Clu 3, Mem 19	-65.502197	-72.663177	9.027697	-0.972326	-0.894387	0.000000	Cc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 48, Mem 23	-65.369995	-64.972061	14.277655	-2.178800	-12.496789	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)N)NC=O)O
Head 38, Size=4	-65.248138	-73.206711	13.172599	-2.030184	-3.183836	0.000000	Cc1c([nH]c2c1c(ccc2O)C(Cc3ccc(c(c3)O)OC)O)C
Clu 3, Mem 21	-65.077339	-70.814308	10.458477	-3.029637	-1.691873	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)O)Cl)O)O
Clu 61, Mem 4	-65.067535	-63.292633	11.617225	-3.870298	-9.521829	0.000000	CC1CC(CC(C1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 5	-60.677910	-62.680138	12.650530	-2.047947	-8.600356	0.000000	Cc1c2c(c(c(c1C(Cc3ccc(c(c3)O)OC)O)C)N)NCC2
