Name	Total Score	Steric	Desolvation	Acc	Donor	Metal	Smiles
Clu 48, Mem 4	-84.142418	-90.352615	8.289717	-0.962769	-1.116756	0.000000	CCNc1ccc(cc1C)C(Cc2ccc(c(c2)O)OC)O
Clu 35, Mem 2	-84.109566	-83.170090	14.271481	-0.862807	-14.348153	0.000000	CC[n+]1c(cc(c2c1n[nH]c2)C(Cc3ccc(c(c3)O)OC)O)N
Clu 6, Mem 11	-84.109314	-92.162140	11.490652	-3.285647	-0.152178	0.000000	CNc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)C(=O)OC
Head 20, Size=2	-84.095184	-93.810890	14.497578	-0.643156	-4.138719	0.000000	CCNc1c[nH]c2c1cc(cc2)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 77	-84.064529	-82.966248	11.831244	-3.206031	-9.723494	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)C[NH3+])O)O
Clu 34, Mem 2	-84.064522	-83.002541	12.004362	-0.763390	-12.302955	0.000000	Cc1cc(cc2c1c(c[nH]2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 12, Mem 11	-84.062836	-86.666496	9.280661	-6.396661	-0.280337	0.000000	Cc1cc(cc2c1NCC2C)C(Cc3ccc(c(c3)O)OC)O
Clu 50, Mem 12	-84.048416	-82.842926	8.484810	-3.769973	-5.920331	0.000000	Cc1c(c(c(c(c1C(Cc2ccc(c(c2)O)OC)O)C)C)O)C
Clu 8, Mem 7	-84.038994	-80.115974	19.176725	-10.658841	-12.440907	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC(=O)N)O)NC=O)O
Clu 15, Mem 11	-84.021828	-87.254929	12.796938	-7.197375	-2.366456	0.000000	CCNc1cc(cc2c1[nH]nc2N)C(Cc3ccc(c(c3)O)OC)O
Clu 2, Mem 12	-84.018982	-85.118385	10.976777	-3.915885	-5.961489	0.000000	CNc1ccc(cc1F)C(Cc2ccc(c(c2)O)OC)O
Clu 13, Mem 6	-84.005165	-79.479279	12.395658	-2.218550	-14.702989	0.000000	Cc1c[nH]c2c1c(cc(c2)O)C(Cc3ccc(c(c3)O)OC)O
Clu 40, Mem 7	-83.991554	-80.060074	12.801398	-7.453692	-9.279187	0.000000	CC1Cc2cc(cc(c2NC1)O)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 36	-83.983032	-90.492126	9.610184	-2.529662	-0.571430	0.000000	CCc1cc(cc(c1NC)CC)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 26	-83.952545	-86.643166	8.293916	-2.331812	-3.271478	0.000000	Cc1c(c2c(c(c1C(Cc3ccc(c(c3)O)OC)O)C)CCN2)C
Clu 56, Mem 9	-83.947624	-80.981544	18.101025	-7.782125	-13.284967	0.000000	Cc1cc(cc(c1NC=O)C(=O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 6	-83.946388	-88.982704	12.147856	-6.538690	-0.572851	0.000000	CC(=O)Nc1cc(cc(c1Cl)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 51	-83.945862	-88.212585	13.913887	-7.256480	-2.390687	0.000000	C[NH2+]Cc1cc(cc(c1O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 47, Mem 6	-83.929016	-85.678116	7.358278	-4.009504	-1.599665	0.000000	CCN(C)c1ccc(cc1)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 24	-83.921783	-88.092270	8.710637	-3.347351	-1.192798	0.000000	CCNc1cc(ccc1F)C(Cc2ccc(c(c2)O)OC)O
Clu 1, Mem 2	-83.903816	-90.740341	11.120607	-0.517542	-3.766538	0.000000	Cc1c(c(c2c(c1C(Cc3ccc(c(c3)O)OC)O)cc[nH]2)O)C
Clu 13, Mem 5	-83.890564	-81.192734	10.823586	-1.218797	-12.302621	0.000000	Cc1c([nH]c2c1c(cc[nH+]2)C(Cc3ccc(c(c3)O)OC)O)C
Clu 13, Mem 8	-83.878517	-79.001625	10.394919	-5.969357	-9.302453	0.000000	Cc1cc(c2cc[nH]c2c1)C(Cc3ccc(c(c3)O)OC)O
Clu 51, Mem 2	-83.877930	-83.970535	6.055488	-1.977842	-3.985041	0.000000	CCNc1cc(ccc1C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 32	-83.870895	-85.677307	13.008164	-0.119434	-11.082325	0.000000	CNc1c2c(nc(n1)C(Cc3ccc(c(c3)O)OC)O)C(=O)NC2
Clu 4, Mem 2	-83.870743	-87.569084	13.774748	-1.396360	-8.680051	0.000000	Cc1c(cc(c(c1Cl)O)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 9	-83.827316	-89.295746	8.366961	-2.808494	-0.090047	0.000000	Cc1cc(c(c(c1C)NC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 8	-83.814079	-80.645508	12.188893	-6.555646	-8.801825	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)O)N
Clu 0, Mem 27	-83.807022	-85.779846	8.136765	-5.699422	-0.464515	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)CCl)O)CCl)O
Clu 21, Mem 3	-83.794815	-89.985580	10.143379	-2.928042	-1.024570	0.000000	Cc1cc(c2cc([nH]c2c1C)C)C(Cc3ccc(c(c3)O)OC)O
Clu 48, Mem 23	-83.790848	-87.103058	14.470331	-0.546647	-10.611482	0.000000	COc1ccc(cc1O)CC(c2ccc(c(c2)N)NC=O)O
Clu 2, Mem 17	-83.777504	-82.720695	8.729986	-3.528254	-6.258539	0.000000	Cc1c(c(ccc1C(Cc2ccc(c(c2)O)OC)O)NC)C
Clu 0, Mem 81	-83.749565	-91.388603	14.304238	-1.721996	-4.943207	0.000000	Cc1cc(nc(c1C#N)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 13	-83.743217	-89.252197	14.758167	-5.546028	-3.703155	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)O)OC)NC=O)O
Clu 3, Mem 2	-83.726364	-83.030037	14.676516	-3.449517	-11.923327	0.000000	CNc1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 56, Mem 3	-83.725250	-94.040138	17.184765	-1.737305	-5.132577	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)O)NCCCl)C(=O)N)O
Clu 27, Mem 7	-83.699387	-87.409019	11.556326	-7.531587	-0.315110	0.000000	COc1ccc(cc1O)CC(c2cc3ccc[nH+]c3c(c2)C(=O)N)O
Clu 7, Mem 8	-83.694939	-92.382805	15.014065	-4.525958	-1.800245	0.000000	Cc1cc(cc(c1NC(=O)C)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 61	-83.663628	-85.202774	10.069784	-3.917583	-4.613057	0.000000	CC(C)c1cc(cc(c1O)CO)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 64	-83.637428	-86.935806	10.210470	-5.929657	-0.982437	0.000000	CC(C)c1cc(cc(c1O)C[NH3+])C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 11	-83.636093	-89.640190	9.683744	-2.002568	-1.677084	0.000000	CCc1cc(cc(c1O)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 55, Mem 10	-83.631470	-90.136848	9.863859	-3.228939	-0.129547	0.000000	CC(C)c1cc(cc(c1O)NC(C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 51, Mem 11	-83.609688	-83.286720	7.096062	-3.397484	-4.021545	0.000000	CC(C)(C)c1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 51, Mem 14	-83.571510	-87.556305	9.052166	-3.763659	-1.303715	0.000000	Cc1cc(cc(c1C(F)(F)F)N)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 8	-83.560959	-84.005890	9.369665	-4.692415	-4.232321	0.000000	[H]N=Cc1cc(cc(c1O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 23, Mem 14	-83.546051	-86.522552	9.906067	-1.704144	-5.225421	0.000000	CNc1c2[nH+]ccn2c(c(n1)C(Cc3ccc(c(c3)O)OC)O)Cl
Clu 2, Mem 22	-83.520897	-81.821419	14.822477	-3.909134	-12.612825	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)N)OC)N)O
Head 40, Size=24	-83.493294	-84.090546	9.038298	-6.230372	-2.210673	0.000000	Cc1cc(cc2c1NCCC2C)C(Cc3ccc(c(c3)O)OC)O
Clu 67, Mem 19	-83.491928	-91.366531	14.085666	-4.228050	-1.983014	0.000000	Cc1cc(cc(c1NC(=O)C)C[NH3+])C(Cc2ccc(c(c2)O)OC)O
Clu 5, Mem 10	-83.479378	-85.718651	11.711923	-3.074760	-6.397890	0.000000	Cc1c(cc(cc1NC(=O)C)C(Cc2ccc(c(c2)O)OC)O)N
Clu 22, Mem 2	-83.458611	-83.751549	11.719619	-7.914630	-3.512038	0.000000	CNc1cc(cc2c1cccc2O)C(Cc3ccc(c(c3)O)OC)O
Clu 51, Mem 12	-83.433044	-83.778557	10.321533	-2.006518	-7.969500	0.000000	CC(C)(C)c1c(cc(cc1N)C(Cc2ccc(c(c2)O)OC)O)N
Clu 73, Mem 6	-83.422073	-86.354546	10.425598	-6.633615	-0.859509	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)C(F)(F)F)N)C[NH3+])O
Clu 60, Mem 5	-83.410255	-91.059761	13.296096	-3.501559	-2.145030	0.000000	CC(=O)Nc1c(cc(s1)C(Cc2ccc(c(c2)O)OC)O)C(=O)N
Clu 6, Mem 13	-83.406586	-88.987686	8.800296	-2.928922	-0.290267	0.000000	Cc1cc(cc(c1N)C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 3	-83.386711	-88.741714	10.456934	-2.745673	-2.356260	0.000000	C[NH2+]Cc1cc(cc(c1O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 64, Mem 3	-83.386497	-84.253792	15.097132	-3.854674	-10.375155	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC(=O)C)O
Clu 81, Mem 9	-83.376732	-87.877022	14.125910	-6.464216	-3.161403	0.000000	CCOc1c(cc(cc1NC(=O)C)C(Cc2ccc(c(c2)O)OC)O)N
Clu 0, Mem 39	-83.366867	-90.450577	10.949406	-2.949188	-0.916513	0.000000	CCNc1cc(cc(c1OC)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 27	-83.366043	-80.099274	7.955777	-4.325122	-6.897422	0.000000	Cc1cc(c(c(c1N)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 64, Mem 2	-83.359802	-89.362167	11.862988	-3.849543	-2.011087	0.000000	Cc1c(c(cc(c1C)NC=O)C(Cc2ccc(c(c2)O)OC)O)C
Clu 48, Mem 21	-83.345131	-82.950706	10.700384	-3.826294	-7.268519	0.000000	Cc1cc(c(c(c1CO)O)C)C(Cc2ccc(c(c2)O)OC)O
Head 26, Size=1	-83.311134	-74.838142	15.478504	-8.797924	-15.153576	0.000000	COc1ccc(cc1O)CC(c2cc(=O)[nH+]c-3o[nH]cc23)O
Clu 40, Mem 19	-83.271530	-91.099724	7.975648	-0.000995	-0.146463	0.000000	Cc1cc(cc2c1CCCN2)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 82	-83.255455	-86.298416	17.742983	-5.045427	-9.654594	0.000000	CNc1c(c(cc(n1)C(Cc2ccc(c(c2)O)OC)O)COC)C(=O)N
Clu 47, Mem 8	-83.237961	-86.117569	14.553773	-4.072413	-7.601753	0.000000	CNc1c(cc(cn1)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 62, Mem 8	-83.237717	-89.460045	11.092504	-3.929134	-0.941045	0.000000	CCNc1cc(cc(c1)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 28	-83.235489	-87.694962	9.250942	-3.434087	-1.357381	0.000000	Cc1c(cc(c(c1Cl)[O-])Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 15, Mem 30	-83.166351	-86.675491	10.294010	-6.182040	-0.602837	0.000000	Cc1c[nH]c2c1cc(cc2OC)C(Cc3ccc(c(c3)O)OC)O
Clu 0, Mem 38	-83.155273	-90.271225	15.130302	-6.796087	-1.218261	0.000000	CCc1cc(cc(c1NC)C(=O)NO)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 25	-83.154816	-85.236435	8.067836	-0.644635	-5.341585	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)NC)C
Clu 48, Mem 10	-83.142265	-83.446144	13.442436	-4.351520	-8.787039	0.000000	Cc1cc(c(c(c1NC(=O)C)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 91	-83.132935	-82.530998	10.229518	-5.854638	-4.976816	0.000000	CC(c1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)O)O
Clu 7, Mem 20	-83.126450	-87.825287	10.593439	-4.036768	-1.857835	0.000000	CCNc1cc(cc(c1C(=O)OC)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 55, Mem 3	-83.109344	-84.641785	15.225725	-6.647739	-7.045553	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC=O)O)C(=O)N)O
Clu 50, Mem 9	-83.048904	-83.803146	8.024267	-5.625384	-1.644640	0.000000	Cc1c(cc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O)N
Clu 72, Mem 8	-83.046898	-79.100151	13.422337	-6.562622	-10.806471	0.000000	CCNC(=O)c1cc(cc(c1O)Cl)C(Cc2ccc(c(c2)O)OC)O
Head 34, Size=5	-83.040230	-85.950050	13.785398	-3.349978	-7.525596	0.000000	CNc1c[nH]c2c1c(cc(c2)C(Cc3ccc(c(c3)O)OC)O)Cl
Clu 3, Mem 20	-83.036804	-81.018944	12.426879	-5.895092	-8.549644	0.000000	Cc1c(cc(cc1N)C(Cc2ccc(c(c2)O)OC)O)N
Clu 48, Mem 25	-82.977188	-82.199234	8.202063	-3.154722	-5.825296	0.000000	[H]N=Cc1c(c(c(cc1O)C(Cc2ccc(c(c2)O)OC)O)Cl)C
Clu 78, Mem 2	-82.970612	-82.919662	7.895887	-5.884997	-2.061827	0.000000	Cc1c(c(c(c(c1C)O)C)C(Cc2ccc(c(c2)O)OC)O)C
Head 10, Size=4	-82.942352	-94.406281	14.424138	-2.944881	-0.015343	0.000000	Cc1c(c(c(c(c1NC)C)NC=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 28, Mem 6	-82.917572	-79.770515	16.508858	-8.331199	-11.324718	0.000000	CCNc1c2c(c[nH]c2nc(n1)C(Cc3ccc(c(c3)O)OC)O)C
Clu 7, Mem 25	-82.876434	-86.396782	18.852238	-3.840713	-11.491187	0.000000	CC(=O)Nc1cc(ccc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 15, Mem 5	-82.866653	-80.384056	13.849600	-1.789486	-14.542714	0.000000	CNc1cc(cc2c1cn[nH]2)C(Cc3ccc(c(c3)O)OC)O
Clu 74, Mem 3	-82.834496	-82.417664	15.513016	-5.007375	-10.922470	0.000000	CCNC(=O)c1cc(ccc1NC)C(Cc2ccc(c(c2)O)OC)O
Clu 72, Mem 5	-82.828644	-79.083839	14.176870	-8.214482	-9.707192	0.000000	Cc1cc(cc(c1N)C(=O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 28, Mem 3	-82.797340	-85.260719	12.747237	-0.004225	-10.279631	0.000000	CCNc1cc([n+](c2c1c[nH]n2)C)C(Cc3ccc(c(c3)O)OC)O
Clu 5, Mem 3	-82.790947	-92.709335	14.349453	-3.963503	-0.467567	0.000000	Cc1c(cc(c(c1NC)C)NC(=O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 20	-82.767998	-83.352722	10.616180	-7.954704	-2.076749	0.000000	Cc1cc(cc(c1O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 12	-82.766533	-92.237755	14.941801	-4.423512	-1.047062	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)NC=O)OC)N)O
Clu 46, Mem 3	-82.764687	-86.428604	9.635388	-3.462133	-2.509336	0.000000	[H]N=Cc1cc(cc(c1O)Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 12, Mem 27	-82.764244	-85.296165	8.292442	-2.412477	-3.348048	0.000000	Cc1c2c(c(c(c1C(Cc3ccc(c(c3)O)OC)O)C)Cl)NCC2
Clu 2, Mem 13	-82.739868	-81.631500	9.236961	-4.402145	-5.943183	0.000000	CNc1ccc(cc1Cl)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 18	-82.738831	-88.731560	10.766741	-1.129901	-3.644111	0.000000	[H]N=Cc1cc(cc(c1O)C=N[H])C(Cc2ccc(c(c2)O)OC)O
Clu 62, Mem 3	-82.724945	-80.067856	15.649732	-4.821095	-13.485726	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)O)NC(=O)N)O
Clu 3, Mem 47	-82.717567	-80.373322	10.438970	-5.822736	-6.960474	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2Cl)O)O)OC)O
Clu 0, Mem 4	-82.714386	-90.944450	18.029324	-9.116920	-0.682333	0.000000	CNc1cc(cc(c1NC=O)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 23	-82.708038	-84.167854	10.831023	-7.796455	-1.574751	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)F)O)OC)O
Clu 6, Mem 3	-82.707184	-89.096497	14.721185	-5.496243	-2.835616	0.000000	CCNc1c(cc(cc1C(=O)N)C(Cc2ccc(c(c2)O)OC)O)C
Clu 0, Mem 67	-82.668152	-87.900002	11.920082	-5.662442	-1.025796	0.000000	Cc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)NC=O
Clu 28, Mem 10	-82.640434	-92.771523	16.847153	-6.225899	-0.490164	0.000000	CCNc1c2c([nH]cc2nc(n1)C(Cc3ccc(c(c3)O)OC)O)C
Clu 55, Mem 5	-82.631546	-80.591949	13.235159	-5.236213	-10.038547	0.000000	CC(C)c1cc(cc(c1O)NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 10	-82.609863	-88.233498	16.070503	-1.450428	-8.996445	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)O)NC=O)O
Clu 46, Mem 6	-82.606758	-88.314674	10.726570	-3.311059	-1.707602	0.000000	CCNc1cc(cc(c1)C(Cc2ccc(c(c2)O)OC)O)C
Head 51, Size=15	-82.604019	-87.357742	7.644198	-2.731786	-0.158685	0.000000	CNc1cc(ccc1C(F)(F)F)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 14	-82.591492	-87.311607	11.965910	-3.323695	-3.922100	0.000000	[H]N=Cc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 62, Mem 4	-82.515839	-89.585594	13.252333	-3.753312	-2.429263	0.000000	Cc1c(cc(cc1N(C)S(=O)[O-])C(Cc2ccc(c(c2)O)OC)O)N
Clu 68, Mem 9	-82.504539	-76.474548	9.034199	-9.555389	-5.508795	0.000000	CCSc1cc(cc(c1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 23	-82.492485	-84.723763	10.816051	-5.715521	-2.869255	0.000000	CCc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 46, Mem 11	-82.471252	-83.178528	12.236935	-7.984385	-3.545280	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)O)O)O
Clu 61, Mem 4	-82.470848	-80.589073	12.349595	-7.766684	-6.464684	0.000000	CC1CC(CC(C1O)O)C(Cc2ccc(c(c2)O)OC)O
Clu 19, Mem 6	-82.438484	-89.498398	13.056337	-4.796803	-1.199626	0.000000	Cc1cc(c2c(c1N)C[NH2+]CC2)C(Cc3ccc(c(c3)O)OC)O
Clu 62, Mem 2	-82.422974	-82.468689	14.097488	-4.063593	-9.988176	0.000000	CC(=O)Nc1cc(cc(c1)N)C(Cc2ccc(c(c2)O)OC)O
Head 74, Size=3	-82.417229	-81.971123	10.946398	-6.924780	-4.467729	0.000000	CCOC(=O)c1cc(cc(c1NC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 5, Mem 11	-82.416946	-87.171204	13.126644	-6.865956	-1.506426	0.000000	CC(=O)Nc1cc(cc(c1Cl)N)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 26	-82.411064	-84.357330	8.241684	-2.212987	-4.082435	0.000000	Cc1cc(ccc1C(Cc2ccc(c(c2)O)OC)O)NCCCl
Clu 0, Mem 22	-82.402428	-91.421776	15.695440	-5.595955	-1.080146	0.000000	CCc1c(cc(cc1NC)C(Cc2ccc(c(c2)O)OC)O)C(=O)N
Clu 0, Mem 46	-82.391365	-88.463058	14.383189	-5.043123	-3.268365	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)OC)O)C(=O)N)O
Clu 67, Mem 16	-82.357613	-90.591843	14.796845	-4.203803	-2.358817	0.000000	CC(=O)Nc1c(cc(cc1OC)C(Cc2ccc(c(c2)O)OC)O)O
Clu 0, Mem 6	-82.340942	-81.211754	10.836367	-4.323589	-7.641971	0.000000	CC(C)c1cc(cc(c1O)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 68, Mem 10	-82.289185	-90.495369	12.000565	-3.256024	-0.538356	0.000000	CC[NH2+]Cc1cc(cc(c1O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 51, Mem 13	-82.281754	-86.848969	10.967112	-6.011143	-0.388757	0.000000	CC(C)(C)c1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)N
Clu 0, Mem 26	-82.280632	-88.915977	11.100344	-3.620786	-0.844212	0.000000	CCNc1c(c(cc([nH+]1)C(Cc2ccc(c(c2)O)OC)O)N)C#N
Clu 2, Mem 19	-82.275467	-87.326561	9.356777	-3.158478	-1.147200	0.000000	Cc1c(ccc(c1Cl)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 21	-82.268860	-82.789642	8.708467	-4.958880	-3.228796	0.000000	CCc1cc(cc(c1NCC)C)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 14	-82.245811	-88.095207	15.304207	-4.589948	-4.864859	0.000000	COc1ccc(cc1O)CC(c2cc(cc(c2)O)NC=O)O
Clu 48, Mem 17	-82.232315	-83.258636	11.998281	-7.045917	-3.926048	0.000000	CCOc1c(cc(cc1O)C(Cc2ccc(c(c2)O)OC)O)O
Clu 50, Mem 6	-82.232193	-83.705673	8.266915	-5.721610	-1.071830	0.000000	Cc1cc(cc(c1C)O)C(Cc2ccc(c(c2)O)OC)O
Head 37, Size=1	-82.215187	-88.209656	10.884129	-3.606280	-1.283372	0.000000	CCOc1cc(c2cc[nH]c2c1O)C(Cc3ccc(c(c3)O)OC)O
Clu 71, Mem 4	-82.203003	-89.185318	15.381845	-8.196981	-0.202538	0.000000	Cc1c(cc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O)C(=O)N
Clu 63, Mem 5	-82.168716	-81.259460	10.513736	-5.198125	-6.224872	0.000000	Cc1c(cc(c(c1O)O)C(C)C)C(Cc2ccc(c(c2)O)OC)O
Head 64, Size=5	-82.136566	-78.482773	13.778889	-3.312624	-14.120060	0.000000	CCNc1cc(c(cc1O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 62	-82.134521	-87.722176	11.406126	-0.896092	-4.922388	0.000000	CC(c1cc(cc(c1O)Cl)C(Cc2ccc(c(c2)O)OC)O)[NH3+]
Clu 9, Mem 4	-82.120621	-81.130722	13.941808	-9.690093	-5.241626	0.000000	Cc1c(c(nc(c1Cl)C(Cc2ccc(c(c2)O)OC)O)NC)NC=O
Clu 0, Mem 65	-82.035263	-84.194298	12.683601	-3.732274	-6.792294	0.000000	Cc1c(cc(c(c1O)OC)CO)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 10	-82.021606	-84.867622	11.284071	-4.863624	-3.574436	0.000000	CNc1cc(c(cc1O)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 67, Mem 3	-81.985840	-88.385925	10.436655	-2.795956	-1.240615	0.000000	Cc1cc(cc(c1NC(C)C)C)C(Cc2ccc(c(c2)O)OC)O
Clu 50, Mem 2	-81.971176	-84.604103	10.414441	-4.752052	-3.029467	0.000000	Cc1cc(c(cc1C(Cc2ccc(c(c2)O)OC)O)N)O
Clu 67, Mem 12	-81.958786	-90.951492	17.010654	-3.945194	-4.072752	0.000000	Cc1c(cc(c(c1O)NC=O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 46, Mem 28	-81.945862	-86.455070	8.432922	-3.094863	-0.828846	0.000000	COc1ccc(cc1O)CC(c2cc(c(c(c2)Cl)O)C=C)O
Clu 50, Mem 31	-81.916237	-86.802292	9.279467	-3.312397	-1.081019	0.000000	Cc1c(c(cc(c1Cl)O)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 15, Mem 31	-81.884842	-84.109512	14.537348	-7.119273	-5.193400	0.000000	Cc1[nH]c2cc(cc(c2n1)NC)C(Cc3ccc(c(c3)O)OC)O
Clu 59, Mem 3	-81.875641	-78.265717	10.424793	-6.275403	-7.759318	0.000000	CCNc1ccc(c(c1)C(Cc2ccc(c(c2)O)OC)O)C
Clu 48, Mem 30	-81.850830	-85.558853	14.466500	-5.784966	-4.973507	0.000000	Cc1cc(cc(=O)n1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 59, Mem 9	-81.845146	-84.920692	11.016148	-6.632447	-1.308158	0.000000	Cc1ccc(cc1NC=O)C(Cc2ccc(c(c2)O)OC)O
Clu 3, Mem 46	-81.839088	-79.110481	10.491508	-5.749040	-7.471081	0.000000	Cc1c(cc(c(c1O)O)OC)C(Cc2ccc(c(c2)O)OC)O
Clu 79, Mem 2	-81.826141	-88.809525	10.355972	-2.812748	-0.559828	0.000000	Cc1c(c(cc([nH+]1)C(Cc2ccc(c(c2)O)OC)O)NC)C(=O)OC
Clu 5, Mem 4	-81.801018	-93.172379	15.232115	-2.764441	-1.096309	0.000000	CC(=O)Nc1cc(cc(c1)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 63, Mem 8	-81.793823	-88.817398	11.933522	-4.040751	-0.869185	0.000000	CNc1cc(c(cc1OC)C(Cc2ccc(c(c2)O)OC)O)Cl
Clu 10, Mem 2	-81.778053	-89.260498	16.135992	-6.372103	-2.281435	0.000000	Cc1c(cc(c(c1NC(=O)C)C)NC)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 30	-81.768608	-86.630028	11.748578	-4.350129	-2.537019	0.000000	Cc1c(c(c(c(c1O)OC)O)C)C(Cc2ccc(c(c2)O)OC)O
Clu 48, Mem 27	-81.745079	-80.581123	15.475922	-5.228433	-11.411449	0.000000	COc1ccc(cc1O)CC(c2cc(c(cc2Cl)NC=O)N)O
Clu 0, Mem 87	-81.737686	-87.072128	12.054554	-6.646890	-0.073221	0.000000	CCc1cc(cc(c1O)C(=O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 2, Mem 20	-81.736870	-81.992195	10.288606	-3.767168	-6.266116	0.000000	Cc1c(cc(c(c1Cl)O)N)C(Cc2ccc(c(c2)O)OC)O
Clu 0, Mem 76	-81.735855	-85.430984	17.725876	-8.139030	-5.891726	0.000000	CC(=O)Nc1c(nc(nc1SC)C(Cc2ccc(c(c2)O)OC)O)NC
Clu 68, Mem 4	-81.734138	-82.037964	11.754621	-4.623929	-6.826868	0.000000	CCOc1cc(c(c(c1O)O)C)C(Cc2ccc(c(c2)O)OC)O
